,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,Price,Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual
1742,2006,110000.0,1,13.5,1799,130.0,5.0,2.65,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1743,2012,88000.0,1,16.0,2179,140.0,7.0,5.99,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1744,2011,110000.0,2,21.0,1461,64.1,5.0,2.4,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1745,2017,15000.0,1,21.7,999,67.0,5.0,4.25,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1746,2013,70000.0,1,15.15,2967,240.0,5.0,40.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1747,2008,150000.0,2,28.4,1248,74.0,5.0,2.7,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1748,2016,19000.0,1,20.63,1198,67.0,5.0,2.99,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1749,2011,37442.0,1,18.5,1197,80.0,5.0,3.4,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1750,2016,63111.0,2,18.12,1995,190.0,5.0,30.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1751,2012,88000.0,1,20.77,1248,88.8,7.0,5.85,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1752,2014,42355.0,1,18.9,1197,82.0,5.0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1753,2011,75871.0,1,9.43,2996,254.0,5.0,14.12,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1754,2011,65000.0,1,17.9,1998,163.7,5.0,4.55,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1755,2015,69000.0,1,18.0,2987,165.0,5.0,38.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1756,2011,79232.0,1,21.1,1248,73.9,5.0,2.9,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1757,2007,220000.0,2,11.74,1796,186.0,5.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1758,2016,28470.0,1,18.6,1197,81.83,5.0,6.95,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1759,2014,9759.0,1,20.3,998,68.05,5.0,2.75,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1760,2014,75216.0,1,22.9,1248,74.0,5.0,5.1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1761,2017,8000.0,1,18.6,1197,81.83,5.0,6.75,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1762,2014,59451.0,1,18.5,1197,85.8,5.0,3.69,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1763,2013,53996.0,1,22.9,1248,74.0,5.0,5.45,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1764,2018,15135.0,1,17.5,1199,88.7,5.0,9.29,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1765,2015,53000.0,2,16.9,1197,81.86,5.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1766,2013,40000.0,1,18.0,1198,86.7,5.0,2.9,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1767,2013,21107.0,1,17.1,1591,121.3,5.0,5.25,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1768,2014,56000.0,1,16.8,1497,116.3,5.0,5.75,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1769,2017,19623.0,1,15.29,1591,121.3,5.0,13.12,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1770,2014,70963.0,1,15.1,2179,140.0,7.0,7.83,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1771,2013,25755.0,1,26.6,998,58.16,5.0,3.15,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1772,2013,51450.0,1,12.8,2494,102.0,7.0,10.4,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1773,2012,75000.0,1,22.9,1248,74.0,5.0,4.35,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1774,2017,37832.0,1,22.5,998,67.0,5.0,5.23,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1775,2016,43041.0,1,18.9,1197,81.86,5.0,6.01,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1776,2014,97236.0,1,25.8,1498,98.6,5.0,4.4,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1777,2010,83000.0,1,16.07,1995,181.0,5.0,12.75,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1778,2011,65000.0,1,15.6,1196,70.0,5.0,2.4,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1779,2018,46007.0,1,17.0,1198,73.75,5.0,5.71,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1780,2015,65925.0,2,22.7,1498,89.84,5.0,5.49,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1781,2004,73500.0,2,13.0,1343,90.0,5.0,1.3,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1782,2014,55000.0,1,16.0,2179,140.0,7.0,8.5,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1783,2012,115000.0,1,13.0,2982,168.5,7.0,12.99,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1784,2017,31184.0,1,18.9,1197,81.86,5.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1785,2017,41747.0,1,28.4,1248,73.75,5.0,9.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1786,2016,38143.0,1,22.9,1248,74.0,5.0,5.22,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1787,2012,19030.0,1,16.47,1198,73.9,5.0,3.8,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1788,2019,20877.0,1,18.16,1197,78.9,5.0,7.27,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1789,2016,23555.0,1,22.0,1197,81.8,5.0,5.1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1790,2013,29000.0,1,14.21,2143,203.0,5.0,29.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1791,2013,61000.0,1,18.9,998,67.1,5.0,2.9,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1792,2012,4187.0,1,26.0,624,35.0,4.0,1.38,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1793,2011,46000.0,1,13.4,1798,157.8,5.0,5.5,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1794,2016,28000.0,1,17.21,1197,103.5,5.0,7.25,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1795,2014,83558.0,1,22.32,1582,126.32,5.0,6.98,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1796,2017,40000.0,1,22.95,1248,74.0,5.0,5.25,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1797,2013,36000.0,1,21.1,814,55.2,5.0,1.95,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1798,2014,21000.0,1,17.11,1968,174.33,5.0,24.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1799,2013,62162.0,1,12.99,2494,100.0,7.0,8.31,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1800,2012,83000.0,1,11.74,2987,254.8,5.0,36.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1801,2015,58000.0,1,24.4,1120,71.0,5.0,5.5,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1802,2011,62332.0,1,11.7,2354,177.6,5.0,5.89,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1803,2016,50867.0,1,20.34,1498,103.2,5.0,7.95,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1804,2010,73000.0,1,17.0,1197,80.0,5.0,2.75,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1805,2012,98008.0,1,22.7,1582,126.24,5.0,6.25,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1806,2015,36000.0,1,20.0,1399,68.05,5.0,4.95,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1807,2019,27339.0,1,18.6,1197,81.83,5.0,6.27,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1808,2017,25000.0,1,23.9,1582,126.2,5.0,8.65,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1809,2014,37000.0,1,18.9,1197,82.0,5.0,3.5,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1810,2015,56000.0,1,14.16,1968,174.3,5.0,35.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1811,2015,27000.0,1,17.5,1298,85.8,5.0,4.45,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1812,2012,37000.0,1,18.5,1197,80.0,5.0,2.65,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1813,2017,10500.0,1,25.32,1198,77.0,5.0,4.7,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1814,2014,49000.0,1,18.23,1582,126.2,5.0,8.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1815,2017,7000.0,1,17.1,1956,170.0,5.0,17.45,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1816,2017,71256.0,1,24.3,1248,88.5,5.0,9.58,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1817,2012,83184.0,1,14.28,1798,138.03,5.0,6.22,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1818,2013,87284.0,1,15.1,2179,140.0,7.0,7.8,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1819,2016,7000.0,1,20.68,1995,190.0,5.0,27.75,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1820,2015,29000.0,2,22.54,1396,88.73,5.0,7.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1821,2017,33552.0,1,11.57,2987,254.79,5.0,64.87,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1822,2013,64000.0,2,17.3,1998,163.7,5.0,6.5,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1823,2011,82000.0,2,18.5,1197,80.0,5.0,2.7,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1824,2012,70000.0,2,19.4,1198,86.8,5.0,2.5,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1825,2013,166194.0,1,19.3,1461,84.8,7.0,3.9,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1826,2015,58000.0,1,16.47,1198,73.9,5.0,3.95,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1827,2010,77000.0,2,20.36,1197,78.9,5.0,2.1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1828,2009,73204.0,3,18.1,1991,147.9,4.0,3.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1829,2007,70000.0,2,19.81,1086,68.05,5.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1830,2014,79870.0,1,20.77,1248,88.76,7.0,5.35,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1831,2013,90000.0,1,25.8,1498,98.6,5.0,3.8,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1832,2016,17000.0,1,15.5,1595,122.0,5.0,17.25,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1833,2018,46493.0,1,18.9,1197,81.86,5.0,5.53,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1834,2009,68000.0,3,20.36,1197,78.9,5.0,1.95,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1835,2017,2000.0,1,28.4,1248,74.0,5.0,8.2,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1836,1999,140000.0,1,13.0,1343,90.0,5.0,0.9,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1837,2013,255000.0,3,12.99,2494,100.6,7.0,6.5,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1838,2014,45535.0,1,23.8,1998,112.0,5.0,19.41,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1839,2016,39228.0,1,15.7,1368,112.4,5.0,6.58,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1840,2011,57000.0,2,14.49,1399,92.7,5.0,2.1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1841,2008,85445.0,2,19.81,1086,68.05,5.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1842,2015,54000.0,1,24.4,1120,71.0,5.0,3.7,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1843,2014,53000.0,1,23.1,998,67.04,5.0,3.8,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1844,2014,60000.0,1,20.36,1197,78.9,5.0,3.25,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1845,2015,65668.0,1,19.87,1461,83.8,5.0,5.53,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1846,2011,100000.0,2,22.69,1995,190.0,5.0,10.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1847,2018,1800.0,1,18.9,1197,82.0,5.0,5.1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1849,2009,44200.0,2,18.0,995,62.0,5.0,1.6,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1850,2018,14000.0,1,17.4,1497,117.3,5.0,11.25,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1851,2013,720000.0,1,20.54,1598,103.6,5.0,5.9,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1852,2012,73000.0,1,11.5,2982,169.0,7.0,14.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1853,2011,68000.0,1,17.0,1497,118.0,5.0,3.6,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1854,2017,19543.0,1,18.12,1995,190.0,5.0,40.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1855,2014,38000.0,2,14.16,1968,174.3,5.0,38.95,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1856,2014,32805.0,1,23.2,1248,73.94,5.0,3.6,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1857,2016,44782.0,1,21.21,1498,103.2,5.0,7.12,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1858,2016,55700.0,1,26.0,1498,98.6,5.0,7.52,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1859,2012,60000.0,2,15.2,1968,140.8,5.0,10.35,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1860,2014,56000.0,1,15.0,1598,103.52,5.0,7.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1861,2011,60000.0,1,11.5,2982,171.0,7.0,10.85,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1862,2010,78563.0,1,16.52,1991,123.7,5.0,2.35,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1863,2014,34669.0,1,15.1,1196,73.0,7.0,2.9,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1864,2017,17000.0,1,20.73,1373,91.1,5.0,7.65,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1865,2016,66000.0,1,28.09,1248,88.5,5.0,6.4,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1866,2014,102418.0,1,12.99,2494,100.6,7.0,10.1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1867,2014,48800.0,1,19.1,1197,85.8,5.0,4.25,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1868,2019,10601.0,1,11.36,2755,171.5,7.0,19.65,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1869,2017,8200.0,1,25.0,1396,69.0,5.0,4.4,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1870,2012,100000.0,1,18.5,1197,82.85,5.0,3.25,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1871,2012,78000.0,1,17.8,1399,68.0,5.0,2.8,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1872,2015,50000.0,1,18.2,1248,73.74,8.0,4.3,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1873,2006,89327.0,3,17.8,1399,68.0,5.0,1.55,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1874,2007,98000.0,2,10.8,2354,152.0,5.0,4.7,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1875,2017,24700.0,1,18.7,1199,88.7,5.0,7.07,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1876,2018,6000.0,1,11.0,2987,258.0,7.0,79.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1877,2018,9434.0,1,18.9,1197,81.86,5.0,5.75,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1878,2012,29000.0,1,18.5,1197,85.8,5.0,3.25,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1879,2017,22440.0,1,22.0,1498,108.495,5.0,8.89,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1880,2015,73070.0,1,17.4,1497,117.3,5.0,5.9,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1881,2016,21771.0,1,18.7,1199,88.7,5.0,4.95,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1882,2014,62000.0,1,17.8,1248,75.0,5.0,3.75,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1883,2017,37024.0,1,17.01,1582,126.2,5.0,10.97,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1884,2014,60336.0,2,14.4,2967,241.4,5.0,24.94,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1885,2014,26008.0,1,21.1,814,55.2,5.0,1.97,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1886,2010,90000.0,2,20.0,1399,68.0,5.0,1.4,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1887,2018,35569.0,1,17.0,1198,73.75,5.0,7.27,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1888,2013,40000.0,1,21.64,1461,84.8,5.0,4.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1889,2015,45000.0,1,18.7,1199,88.7,5.0,4.75,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1890,2015,42000.0,1,17.0,1197,80.0,5.0,5.1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1891,2012,46913.0,1,14.94,2967,241.4,5.0,16.11,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1892,2014,62000.0,1,11.18,2696,184.0,7.0,10.55,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1893,2017,15000.0,1,12.9,2755,174.5,7.0,30.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1894,2002,69000.0,1,18.7,1896,66.0,5.0,1.6,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1895,2012,41367.0,1,15.8,2148,170.0,5.0,18.49,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1896,2018,15982.0,1,20.73,1373,91.1,5.0,9.96,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1897,2013,99595.0,2,22.9,1248,74.0,5.0,4.75,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1898,2002,63000.0,3,13.1,2446,75.0,10.0,3.65,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1899,2012,49000.0,2,16.73,2495,218.0,5.0,15.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1900,2013,48272.0,1,10.5,2835,116.9,6.0,11.82,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1901,2008,63000.0,1,13.4,1794,125.0,5.0,2.05,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1902,2016,77000.0,1,26.6,998,58.16,5.0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1903,2013,11734.0,1,16.8,796,34.2,8.0,2.25,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1904,2014,62012.0,1,17.68,1968,174.33,5.0,20.12,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1905,2017,46000.0,1,25.0,1197,81.86,5.0,4.95,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1906,2016,45449.0,1,27.3,1498,98.6,5.0,7.48,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1907,2004,85000.0,2,10.5,1796,157.7,5.0,5.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1908,2013,45330.0,1,16.55,1968,147.51,5.0,13.19,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1909,2012,88000.0,1,19.1,1197,85.8,5.0,3.85,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1910,2016,45376.0,1,28.4,1248,73.75,5.0,5.75,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1911,2014,81000.0,1,15.1,2179,140.0,7.0,9.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1912,2012,83381.0,1,18.6,1199,79.4,5.0,2.21,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1913,2017,78526.0,1,23.0,1498,98.96,5.0,8.09,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1914,2017,27313.0,1,14.69,2993,258.0,5.0,48.63,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1915,2015,42747.0,2,14.16,1968,174.3,5.0,39.47,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1916,2015,42265.0,2,20.68,1995,190.0,5.0,22.24,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1917,2009,21000.0,1,19.2,1197,80.0,5.0,2.6,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1918,2016,55100.0,1,17.01,1582,126.2,5.0,12.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1919,2014,70000.0,1,17.11,1968,174.33,5.0,18.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1920,2007,55000.0,3,10.13,3498,364.9,5.0,9.99,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1921,2012,58235.0,1,20.36,1197,78.9,5.0,2.45,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1922,2017,26000.0,1,23.0,1498,98.96,5.0,8.99,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1923,2011,35000.0,1,20.54,1598,103.6,5.0,3.15,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1924,2017,24000.0,1,28.4,1248,73.75,5.0,8.2,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1925,2016,98000.0,1,15.4,1997,120.0,7.0,11.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1926,2016,44487.0,1,22.54,1396,88.73,5.0,7.3,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1927,2008,65000.0,1,19.7,796,46.3,5.0,1.59,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1928,2015,34951.0,2,20.36,1197,78.9,5.0,3.15,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1929,2015,52373.0,2,15.4,2179,120.0,7.0,8.5,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1930,2010,66285.0,1,19.5,1199,75.0,5.0,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1931,2012,66000.0,1,15.3,2993,258.0,5.0,21.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1932,2016,43000.0,1,27.3,1498,98.6,5.0,7.75,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1933,2013,45200.0,1,10.0,2148,170.0,5.0,23.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1934,2016,41000.0,1,16.0,2179,140.0,7.0,13.75,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1935,2017,39430.0,1,18.0,1497,117.3,5.0,8.29,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1936,2014,83274.0,1,22.9,1248,74.0,5.0,5.79,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1937,2017,32324.0,1,14.84,2143,170.0,5.0,30.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1938,2011,49999.0,1,17.0,1497,118.0,5.0,3.8,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1939,2014,66000.0,1,15.3,2956,83.8,7.0,4.45,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1940,2012,54000.0,1,18.5,1197,82.85,5.0,3.3,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1941,2009,80000.0,2,20.4,1248,91.2,5.0,1.75,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1942,2011,72000.0,2,12.9,1799,130.0,5.0,5.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1943,2017,44865.0,1,19.67,1582,126.2,5.0,13.35,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1944,2017,22000.0,2,20.38,1968,143.0,5.0,22.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1945,2013,57478.0,2,17.0,1591,121.3,5.0,5.25,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1946,2011,75000.0,1,21.9,1396,90.0,5.0,3.75,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1947,2015,50624.0,1,24.2,1498,98.6,7.0,6.32,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1948,2018,75000.0,1,22.32,1582,126.32,5.0,7.75,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1949,2006,87000.0,2,15.3,1596,101.0,5.0,1.37,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1950,2010,62000.0,1,20.36,1197,78.9,5.0,2.1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1951,2016,41372.0,1,24.3,1248,88.5,5.0,9.3,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1952,2015,70000.0,1,12.99,2494,100.6,7.0,12.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1953,2017,35000.0,1,17.9,2143,136.0,5.0,23.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1954,2006,71993.0,1,19.7,796,46.3,5.0,1.8,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1955,2013,62000.0,2,14.84,2143,170.0,5.0,12.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1956,2015,51000.0,1,22.9,1248,74.0,5.0,4.74,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1957,2016,26038.0,1,18.9,1197,82.0,5.0,5.43,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1958,2018,37713.0,2,12.55,2982,168.5,7.0,31.62,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1959,2011,78088.0,1,12.4,1998,132.0,8.0,6.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1960,2017,30453.0,1,22.77,1498,98.59,5.0,8.45,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1961,2016,54000.0,1,18.16,1196,86.8,5.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1962,2011,190000.0,1,11.5,2982,171.0,7.0,13.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1963,2012,65097.0,1,19.1,1197,85.8,5.0,4.7,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1964,2018,28060.0,1,12.05,2979,320.0,5.0,93.67,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1965,2012,282000.0,1,13.14,1798,160.0,5.0,3.3,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1966,2009,111000.0,2,18.9,1061,67.0,5.0,1.51,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1967,2013,63295.0,1,19.01,1461,108.45,5.0,6.09,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1968,2015,35770.0,1,20.73,1373,91.1,5.0,5.95,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1969,2012,125928.0,1,22.7,1582,126.24,5.0,9.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1970,2015,45000.0,1,21.66,1498,103.52,5.0,4.25,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1971,2013,21000.0,1,14.84,2143,170.0,5.0,23.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1972,2011,54774.0,1,11.7,2354,177.6,5.0,6.35,0,0,0,0,0,0,0,0,1,0,0,0,1,0
